species,velocity,log.velocity
Carex hartmanii,2.87,0.457881897
Carex hostiana,2.87,0.457881897
Carex panicea,2.87,0.457881897
Carex panicea,2.87,0.457881897
Carex rostrata,2.87,0.457881897
Carex scandinavica,2.87,0.457881897
Carex vesicaria,2.87,0.457881897
Centaurea nigrescens,2.87,0.457881897
Cichorium intybus,2.87,0.457881897
Cochlearia officinalis,2.87,0.457881897
Crithmum maritimum,2.87,0.457881897
Cuscuta europaea,2.87,0.457881897
Cutandia maritima,2.87,0.457881897
Dianthus superbus,2.87,0.457881897
Eleocharis mamillata,2.87,0.457881897
Eleocharis quinqueflora,2.87,0.457881897
Eleocharis uniglumis,2.87,0.457881897
Eleocharis uniglumis,2.87,0.457881897
Erodium cicutarium,2.87,0.457881897
Erysimum cheiri,2.87,0.457881897
Galium boreale,2.87,0.457881897
Galium mollugo,2.87,0.457881897
Galium uliginosum,2.87,0.457881897
Galium verum,2.87,0.457881897
Gentianella germanica,2.87,0.457881897
Gentianella germanica,2.87,0.457881897
Gentianella germanica,2.87,0.457881897
Geum urbanum,2.87,0.457881897
Gladiolus palustris,2.87,0.457881897
Gladiolus palustris,2.87,0.457881897
Glaux maritima,2.87,0.457881897
Gypsophila scorzonerifolia Ser.,2.87,0.457881897
Hordeum murinum,2.87,0.457881897
Lamium maculatum,2.87,0.457881897
Leucanthemum vulgare,2.87,0.457881897
Lysimachia punctata,2.87,0.457881897
Malva pusilla,2.87,0.457881897
Molinia caerulea,2.87,0.457881897
Molinia caerulea,2.87,0.457881897
Montia fontana,2.87,0.457881897
Oenanthe lachenalii,2.87,0.457881897
Peucedanum officinale,2.87,0.457881897
Phalaris minor,2.87,0.457881897
Pimpinella saxifraga,2.87,0.457881897
Plantago coronopus,2.87,0.457881897
Plantago coronopus,2.87,0.457881897
Plantago major,2.87,0.457881897
Plantago maritima,2.87,0.457881897
Plantago maritima,2.87,0.457881897
Plantago maritima,2.87,0.457881897
Potamogeton alpinus,2.87,0.457881897
Prunella vulgaris,2.87,0.457881897
Ranunculus flammula,2.87,0.457881897
Ranunculus sardous,2.87,0.457881897
Reseda lutea,2.87,0.457881897
Reseda lutea,2.87,0.457881897
Reseda lutea,2.87,0.457881897
Reseda lutea,2.87,0.457881897
Rhynchospora fusca,2.87,0.457881897
Rudbeckia laciniata,2.87,0.457881897
Rumex acetosella,2.87,0.457881897
Rumex acetosella,2.87,0.457881897
Rumex acetosella,2.87,0.457881897
Rumex crispus,2.87,0.457881897
Rumex crispus,2.87,0.457881897
Rumex crispus,2.87,0.457881897
Rumex hydrolapathum,2.87,0.457881897
Sagina saginoides,2.87,0.457881897
Schoenus nigricans,2.87,0.457881897
Scirpus lacustris,2.87,0.457881897
Scirpus triqueter,2.87,0.457881897
Scirpus triqueter,2.87,0.457881897
Setaria verticillata,2.87,0.457881897
Sparganium minimum,2.87,0.457881897
Sparganium minimum,2.87,0.457881897
Stachys officinalis,2.87,0.457881897
Stachys officinalis,2.87,0.457881897
Stellaria graminea,2.87,0.457881897
Stellaria graminea,2.87,0.457881897
Stellaria media,2.87,0.457881897
Stellaria media,2.87,0.457881897
Stellaria palustris,2.87,0.457881897
Succisella inflexa,2.87,0.457881897
Teesdalia nudicaulis,2.87,0.457881897
Thalictrum flavum,2.87,0.457881897
Thalictrum flavum,2.87,0.457881897
Thalictrum lucidum,2.87,0.457881897
Thalictrum lucidum,2.87,0.457881897
Thalictrum lucidum,2.87,0.457881897
Torilis nodosa,2.87,0.457881897
Trifolium campestre,2.87,0.457881897
Trifolium campestre,2.87,0.457881897
Trifolium campestre,2.87,0.457881897
Trifolium campestre,2.87,0.457881897
Trifolium dubium,2.87,0.457881897
Trifolium dubium,2.87,0.457881897
Trifolium repens,2.87,0.457881897
Trollius europaeus,2.87,0.457881897
Vulpia myuros,2.87,0.457881897
Aethusa cynapium,2.86,0.456366033
Carex arenaria,2.86,0.456366033
Echium vulgare,2.86,0.456366033
Geum urbanum,2.86,0.456366033
Oenanthe lachenalii,2.86,0.456366033
Rumex crispus,2.86,0.456366033
Scabiosa atropurpurea,2.86,0.456366033
Silene nutans,2.86,0.456366033
Stellaria graminea,2.86,0.456366033
Thesium alpinum,2.86,0.456366033
Potentilla erecta,2.85,0.45484486
Rumex thyrsiflorus,2.85,0.45484486
Thlaspi caerulescens,2.85,0.45484486
Ammi majus,2.84,0.45331834
Atriplex oblongifolia,2.84,0.45331834
Avenula pubescens,2.84,0.45331834
Barbarea stricta,2.84,0.45331834
Blysmus compressus,2.84,0.45331834
Bromus benekenii,2.84,0.45331834
Bromus hordeaceus,2.84,0.45331834
Bromus hordeaceus,2.84,0.45331834
Bromus ramosus,2.84,0.45331834
Bromus ramosus,2.84,0.45331834
Bromus ramosus,2.84,0.45331834
Bromus ramosus,2.84,0.45331834
Caltha palustris,2.84,0.45331834
Carex appropinquata,2.84,0.45331834
Carex arenaria,2.84,0.45331834
Carex davalliana,2.84,0.45331834
Carex disticha,2.84,0.45331834
Carex flacca,2.84,0.45331834
Carex pallescens,2.84,0.45331834
Carex pseudocyperus,2.84,0.45331834
Carex riparia,2.84,0.45331834
Carex scandinavica,2.84,0.45331834
Centaurea nigrescens,2.84,0.45331834
Centaurea rhenana,2.84,0.45331834
Cochlearia officinalis,2.84,0.45331834
Coronopus didymus,2.84,0.45331834
Coronopus didymus,2.84,0.45331834
Crithmum maritimum,2.84,0.45331834
Cryptomeria japonica,2.84,0.45331834
Cuscuta europaea,2.84,0.45331834
Cutandia maritima,2.84,0.45331834
Cutandia maritima,2.84,0.45331834
Dactylis glomerata,2.84,0.45331834
Dactylis glomerata,2.84,0.45331834
Deschampsia cespitosa,2.84,0.45331834
Eleocharis multicaulis,2.84,0.45331834
Eleocharis uniglumis,2.84,0.45331834
Elymus farctus,2.84,0.45331834
Festuca arundinacea,2.84,0.45331834
Festuca pratensis,2.84,0.45331834
Festuca rubra,2.84,0.45331834
Festuca rubra,2.84,0.45331834
Galium aparine,2.84,0.45331834
Gentianella germanica,2.84,0.45331834
Gentianella germanica,2.84,0.45331834
Geum urbanum,2.84,0.45331834
Glyceria fluitans,2.84,0.45331834
Hippocrepis comosa,2.84,0.45331834
Hordeum murinum,2.84,0.45331834
Hordeum murinum,2.84,0.45331834
Knautia arvensis,2.84,0.45331834
Leonurus cardiaca,2.84,0.45331834
Lysimachia punctata,2.84,0.45331834
Melilotus officinalis,2.84,0.45331834
Milium effusum,2.84,0.45331834
Molinia caerulea,2.84,0.45331834
Montia fontana subsp. chondrosperma,2.84,0.45331834
Oenanthe lachenalii,2.84,0.45331834
Oenanthe lachenalii,2.84,0.45331834
Oenanthe lachenalii,2.84,0.45331834
Peucedanum officinale,2.84,0.45331834
Pimpinella saxifraga,2.84,0.45331834
Plantago maritima,2.84,0.45331834
Potamogeton alpinus,2.84,0.45331834
Prunella vulgaris,2.84,0.45331834
Prunella vulgaris,2.84,0.45331834
Ranunculus flammula,2.84,0.45331834
Reseda lutea,2.84,0.45331834
Rhinanthus alectorolophus,2.84,0.45331834
Rudbeckia laciniata,2.84,0.45331834
Rumex acetosella,2.84,0.45331834
Rumex acetosella,2.84,0.45331834
Rumex crispus,2.84,0.45331834
Rumex crispus,2.84,0.45331834
Sagina saginoides,2.84,0.45331834
Scirpus triqueter,2.84,0.45331834
Scirpus triqueter,2.84,0.45331834
Sparganium minimum,2.84,0.45331834
Sparganium minimum,2.84,0.45331834
Stachys officinalis,2.84,0.45331834
Stellaria graminea,2.84,0.45331834
Stellaria nemorum,2.84,0.45331834
Stipa capillata,2.84,0.45331834
Stipa capillata,2.84,0.45331834
Succisa pratensis,2.84,0.45331834
Succisella inflexa,2.84,0.45331834
Succisella inflexa,2.84,0.45331834
Thalictrum flavum,2.84,0.45331834
Thalictrum minus,2.84,0.45331834
Thalictrum minus,2.84,0.45331834
Turgenia latifolia,2.84,0.45331834
Viola arvensis,2.84,0.45331834
Vulpia myuros,2.84,0.45331834
Arrhenatherum elatius,2.83,0.451786436
Prunella grandiflora,2.83,0.451786436
Succisella inflexa,2.83,0.451786436
Anemone nemorosa,2.82,0.450249108
Athamanta cretensis,2.82,0.450249108
Geranium sylvaticum,2.82,0.450249108
Aethusa cynapium,2.81,0.44870632
Alchemilla xanthochlora,2.81,0.44870632
Ammi majus,2.81,0.44870632
Ammi majus,2.81,0.44870632
Atriplex oblongifolia,2.81,0.44870632
Avenula pubescens,2.81,0.44870632
Briza media,2.81,0.44870632
Bromus benekenii,2.81,0.44870632
Bromus hordeaceus,2.81,0.44870632
Bromus rubens,2.81,0.44870632
Bromus squarrosus,2.81,0.44870632
Bromus sterilis,2.81,0.44870632
Bupleurum falcatum,2.81,0.44870632
Cardamine pratensis,2.81,0.44870632
Carex acuta,2.81,0.44870632
Carex distans,2.81,0.44870632
Carex extensa,2.81,0.44870632
Carex pallescens,2.81,0.44870632
Carex pseudocyperus,2.81,0.44870632
Carex pseudocyperus,2.81,0.44870632
Carex rostrata,2.81,0.44870632
Carex sylvatica,2.81,0.44870632
Cochlearia officinalis,2.81,0.44870632
Crithmum maritimum,2.81,0.44870632
Crithmum maritimum,2.81,0.44870632
Cutandia maritima,2.81,0.44870632
Dactylis glomerata,2.81,0.44870632
Deschampsia cespitosa,2.81,0.44870632
Dianthus superbus,2.81,0.44870632
Eleocharis mamillata,2.81,0.44870632
Eleocharis quinqueflora,2.81,0.44870632
Elymus farctus,2.81,0.44870632
Erysimum cheiranthoides,2.81,0.44870632
Festuca arundinacea,2.81,0.44870632
Festuca ovina,2.81,0.44870632
Festuca pratensis,2.81,0.44870632
Fragaria viridis,2.81,0.44870632
Galium uliginosum,2.81,0.44870632
Gentianella campestris,2.81,0.44870632
Gentianella germanica,2.81,0.44870632
Gentianella germanica,2.81,0.44870632
Gentianella germanica,2.81,0.44870632
Glaux maritima,2.81,0.44870632
Hordeum jubatum,2.81,0.44870632
Hordeum murinum,2.81,0.44870632
Knautia arvensis,2.81,0.44870632
Linum viscosum,2.81,0.44870632
Lolium perenne,2.81,0.44870632
Lolium perenne,2.81,0.44870632
Lolium perenne,2.81,0.44870632
Lolium perenne,2.81,0.44870632
Lychnis flos-cuculi,2.81,0.44870632
Lychnis flos-cuculi,2.81,0.44870632
Lycopus europaeus,2.81,0.44870632
Lysimachia punctata,2.81,0.44870632
Melilotus officinalis,2.81,0.44870632
Molinia caerulea,2.81,0.44870632
Montia fontana,2.81,0.44870632
Oenanthe lachenalii,2.81,0.44870632
Oenothera ammophila,2.81,0.44870632
Parapholis filiformis,2.81,0.44870632
Peucedanum officinale,2.81,0.44870632
Peucedanum officinale,2.81,0.44870632
Pimpinella saxifraga,2.81,0.44870632
Plantago maritima,2.81,0.44870632
Plantago maritima,2.81,0.44870632
Plantago media,2.81,0.44870632
Potamogeton alpinus,2.81,0.44870632
Potamogeton alpinus,2.81,0.44870632
Potentilla reptans,2.81,0.44870632
Ranunculus acris,2.81,0.44870632
Ranunculus auricomus,2.81,0.44870632
Ranunculus flammula,2.81,0.44870632
Ranunculus repens,2.81,0.44870632
Reseda lutea,2.81,0.44870632
Rumex acetosella,2.81,0.44870632
Rumex hydrolapathum,2.81,0.44870632
Scirpus lacustris,2.81,0.44870632
Setaria viridis,2.81,0.44870632
Stipa capillata,2.81,0.44870632
Succisella inflexa,2.81,0.44870632
Teesdalia nudicaulis,2.81,0.44870632
Thalictrum flavum,2.81,0.44870632
Thalictrum lucidum,2.81,0.44870632
Thymus serpyllum,2.81,0.44870632
Trientalis europaea,2.81,0.44870632
Trifolium dubium,2.81,0.44870632
Briza media,2.8,0.447158031
Dactylis glomerata,2.8,0.447158031
Galium palustre,2.8,0.447158031
Sisymbrium officinale,2.8,0.447158031
Suaeda vera,2.8,0.447158031
Teucrium montanum,2.8,0.447158031
Bromus erectus,2.79,0.445604203
Dianthus seguieri,2.79,0.445604203
Festuca rubra,2.79,0.445604203
Galium schultesii,2.79,0.445604203
Anemone ranunculoides,2.78,0.444044796
Apium graveolens,2.78,0.444044796
Armeria maritima s. halleri,2.78,0.444044796
Arrhenatherum elatius,2.78,0.444044796
Artemisia maritima,2.78,0.444044796
Atriplex calotheca,2.78,0.444044796
Avenula pubescens,2.78,0.444044796
Avenula pubescens,2.78,0.444044796
Berteroa incana,2.78,0.444044796
Berteroa incana,2.78,0.444044796
Briza media,2.78,0.444044796
Bromus benekenii,2.78,0.444044796
Bromus ramosus,2.78,0.444044796
Calamagrostis stricta,2.78,0.444044796
Cardamine pratensis,2.78,0.444044796
Carex arenaria,2.78,0.444044796
Carex elata,2.78,0.444044796
Carex elata,2.78,0.444044796
Carex elata,2.78,0.444044796
Carex hostiana,2.78,0.444044796
Carex lasiocarpa,2.78,0.444044796
Carex nigra,2.78,0.444044796
Carex rostrata,2.78,0.444044796
Carex rostrata,2.78,0.444044796
Centaurea rhenana,2.78,0.444044796
Chaerophyllum hirsutum,2.78,0.444044796
Cichorium intybus,2.78,0.444044796
Cladium mariscus,2.78,0.444044796
Cochlearia officinalis,2.78,0.444044796
Corispermum intermedium,2.78,0.444044796
Coronopus didymus,2.78,0.444044796
Coronopus didymus,2.78,0.444044796
Coronopus didymus,2.78,0.444044796
Coronopus didymus,2.78,0.444044796
Coronopus didymus,2.78,0.444044796
Crithmum maritimum,2.78,0.444044796
Cuscuta europaea,2.78,0.444044796
Cutandia maritima,2.78,0.444044796
Dactylis glomerata,2.78,0.444044796
Deschampsia cespitosa,2.78,0.444044796
Deschampsia cespitosa,2.78,0.444044796
Dianthus superbus,2.78,0.444044796
Festuca rubra,2.78,0.444044796
Festuca rubra,2.78,0.444044796
Fragaria viridis,2.78,0.444044796
Galium uliginosum,2.78,0.444044796
Galium verum,2.78,0.444044796
Gentianella campestris,2.78,0.444044796
Geum urbanum,2.78,0.444044796
Geum urbanum,2.78,0.444044796
Glaux maritima,2.78,0.444044796
Glaux maritima,2.78,0.444044796
Hordeum murinum,2.78,0.444044796
Hordeum murinum,2.78,0.444044796
Knautia arvensis,2.78,0.444044796
Leonurus cardiaca,2.78,0.444044796
Linum viscosum,2.78,0.444044796
Linum viscosum,2.78,0.444044796
Luzula luzuloides,2.78,0.444044796
Luzula luzuloides,2.78,0.444044796
Lysimachia punctata,2.78,0.444044796
Oenanthe lachenalii,2.78,0.444044796
Oenothera ammophila,2.78,0.444044796
Oenothera ammophila,2.78,0.444044796
Oenothera biennis,2.78,0.444044796
Oenothera parviflora,2.78,0.444044796
Parapholis filiformis,2.78,0.444044796
Parapholis filiformis,2.78,0.444044796
Peucedanum officinale,2.78,0.444044796
Plantago major,2.78,0.444044796
Plantago maritima,2.78,0.444044796
Poa annua,2.78,0.444044796
Primula elatior,2.78,0.444044796
Ranunculus auricomus,2.78,0.444044796
Ranunculus flammula,2.78,0.444044796
Ranunculus sardous,2.78,0.444044796
Ranunculus sardous,2.78,0.444044796
Reseda lutea,2.78,0.444044796
Reseda luteola,2.78,0.444044796
Reseda luteola,2.78,0.444044796
Rhinanthus alectorolophus,2.78,0.444044796
Rhinanthus alectorolophus,2.78,0.444044796
Rumex acetosella,2.78,0.444044796
Rumex acetosella,2.78,0.444044796
Rumex crispus,2.78,0.444044796
Sagina saginoides,2.78,0.444044796
Scirpus cespitosus,2.78,0.444044796
Scirpus triqueter,2.78,0.444044796
Setaria verticillata,2.78,0.444044796
Setaria viridis,2.78,0.444044796
Silene saxifraga,2.78,0.444044796
Solanum dulcamara,2.78,0.444044796
Spartina x townsendii,2.78,0.444044796
Stachys palustris,2.78,0.444044796
Stellaria media,2.78,0.444044796
Teesdalia nudicaulis,2.78,0.444044796
Thalictrum minus,2.78,0.444044796
Trientalis europaea,2.78,0.444044796
Vaccinium myrtillus,2.78,0.444044796
Vaccinium myrtillus,2.78,0.444044796
Vaccinium vitis-idaea,2.78,0.444044796
Valerianella dentata,2.78,0.444044796
Vulpia myuros,2.78,0.444044796
Bromus racemosus,2.7773,0.443622794
Crithmum maritimum,2.77,0.442479769
Lysimachia punctata,2.77,0.442479769
Peucedanum cervaria,2.77,0.442479769
Thalictrum minus,2.77,0.442479769
Thlaspi arvense,2.77,0.442479769
Cardamine bellidifolia s. alpina,2.7605,0.440987751
Polygala amara,2.76,0.440909082
Aethusa cynapium,2.75,0.439332694
Aethusa cynapium,2.75,0.439332694
Alchemilla xanthochlora,2.75,0.439332694
Allium schoenoprasum,2.75,0.439332694
Anthoxanthum odoratum,2.75,0.439332694
Apium graveolens,2.75,0.439332694
Arrhenatherum elatius,2.75,0.439332694
Atriplex calotheca,2.75,0.439332694
Barbarea stricta,2.75,0.439332694
Berteroa incana,2.75,0.439332694
Berteroa incana,2.75,0.439332694
Briza media,2.75,0.439332694
Bromus hordeaceus,2.75,0.439332694
Bromus ramosus,2.75,0.439332694
Bromus rubens,2.75,0.439332694
Bromus tectorum,2.75,0.439332694
Carex dioica,2.75,0.439332694
Carex disticha,2.75,0.439332694
Carex flacca,2.75,0.439332694
Carex hartmanii,2.75,0.439332694
Carex hostiana,2.75,0.439332694
Carex nigra,2.75,0.439332694
Carex pseudocyperus,2.75,0.439332694
Carex rostrata,2.75,0.439332694
Carex rostrata,2.75,0.439332694
Carex rostrata,2.75,0.439332694
Carex rostrata,2.75,0.439332694
Carex scandinavica,2.75,0.439332694
Centaurea phrygia subsp. pseudophrygia,2.75,0.439332694
Cerastium arvense,2.75,0.439332694
Chaerophyllum hirsutum,2.75,0.439332694
Chenopodium ficifolium,2.75,0.439332694
Clematis recta,2.75,0.439332694
Cochlearia officinalis,2.75,0.439332694
Conium maculatum,2.75,0.439332694
Coronopus didymus,2.75,0.439332694
Crithmum maritimum,2.75,0.439332694
Cutandia maritima,2.75,0.439332694
Cynosurus cristatus,2.75,0.439332694
Cynosurus cristatus,2.75,0.439332694
Daucus carota,2.75,0.439332694
Dianthus superbus,2.75,0.439332694
Dipsacus fullonum,2.75,0.439332694
Eleocharis mamillata,2.75,0.439332694
Erodium lebelii,2.75,0.439332694
Erysimum cheiranthoides,2.75,0.439332694
Festuca rubra,2.75,0.439332694
Gentianella campestris,2.75,0.439332694
Gentianella campestris,2.75,0.439332694
Gentianella campestris,2.75,0.439332694
Glaux maritima,2.75,0.439332694
Halimione pedunculata,2.75,0.439332694
Luzula luzuloides,2.75,0.439332694
Lysimachia punctata,2.75,0.439332694
Mentha aquatica,2.75,0.439332694
Mercurialis annua,2.75,0.439332694
Oenanthe lachenalii,2.75,0.439332694
Oenanthe lachenalii,2.75,0.439332694
Oenothera ammophila,2.75,0.439332694
Oenothera parviflora,2.75,0.439332694
Oenothera parviflora,2.75,0.439332694
Oenothera parviflora,2.75,0.439332694
Pimpinella saxifraga,2.75,0.439332694
Potentilla palustris,2.75,0.439332694
Potentilla recta,2.75,0.439332694
Potentilla reptans,2.75,0.439332694
Prunella vulgaris,2.75,0.439332694
Ranunculus auricomus,2.75,0.439332694
Ranunculus flammula,2.75,0.439332694
Ranunculus repens,2.75,0.439332694
Reseda lutea,2.75,0.439332694
Reseda luteola,2.75,0.439332694
Reseda luteola,2.75,0.439332694
Rhinanthus alectorolophus,2.75,0.439332694
Rhinanthus glacialis,2.75,0.439332694
Rudbeckia laciniata,2.75,0.439332694
Rumex acetosella,2.75,0.439332694
Rumex acetosella,2.75,0.439332694
Rumex conglomeratus,2.75,0.439332694
Rumex conglomeratus,2.75,0.439332694
Rumex hydrolapathum,2.75,0.439332694
Rumex hydrolapathum,2.75,0.439332694
Rumex obtusifolius,2.75,0.439332694
Rumex obtusifolius,2.75,0.439332694
Rumex obtusifolius,2.75,0.439332694
Rumex thyrsiflorus,2.75,0.439332694
Rumex thyrsiflorus,2.75,0.439332694
Scabiosa ochroleuca,2.75,0.439332694
Scirpus lacustris,2.75,0.439332694
Selinum carvifolia,2.75,0.439332694
Setaria pumila,2.75,0.439332694
Spartina x townsendii,2.75,0.439332694
Stellaria media,2.75,0.439332694
Teesdalia nudicaulis,2.75,0.439332694
Thalictrum flavum,2.75,0.439332694
Thalictrum flavum,2.75,0.439332694
Thalictrum flavum,2.75,0.439332694
Thalictrum minus,2.75,0.439332694
Thlaspi perfoliatum,2.75,0.439332694
Thlaspi perfoliatum,2.75,0.439332694
Trientalis europaea,2.75,0.439332694
Vaccinium myrtillus,2.75,0.439332694
Vaccinium vitis-idaea,2.75,0.439332694
Valerianella dentata,2.75,0.439332694
Viola arvensis,2.75,0.439332694
Berteroa incana,2.74,0.437750563
Carex flacca,2.74,0.437750563
Carex hartmanii,2.74,0.437750563
Corispermum intermedium,2.74,0.437750563
Fragaria vesca,2.74,0.437750563
Holcus lanatus,2.74,0.437750563
Parapholis filiformis,2.74,0.437750563
Potentilla erecta,2.74,0.437750563
Stachys officinalis,2.74,0.437750563
Cynosurus cristatus,2.73,0.436162647
Festuca rubra,2.73,0.436162647
Plantago major,2.73,0.436162647
Angelica sylvestris,2.72,0.434568904
Apium graveolens,2.72,0.434568904
Apium graveolens,2.72,0.434568904
Atriplex calotheca,2.72,0.434568904
Barbarea stricta,2.72,0.434568904
Barbarea stricta,2.72,0.434568904
Barbarea stricta,2.72,0.434568904
Berteroa incana,2.72,0.434568904
Berteroa incana,2.72,0.434568904
Briza media,2.72,0.434568904
Bromus benekenii,2.72,0.434568904
Bromus hordeaceus,2.72,0.434568904
Bromus ramosus,2.72,0.434568904
Bromus squarrosus,2.72,0.434568904
Bromus tectorum,2.72,0.434568904
Caltha palustris,2.72,0.434568904
Cardaria draba,2.72,0.434568904
Carex disticha,2.72,0.434568904
Carex elata,2.72,0.434568904
Carex extensa,2.72,0.434568904
Carex hartmanii,2.72,0.434568904
Carex otrubae,2.72,0.434568904
Carex panicea,2.72,0.434568904
Carex pseudocyperus,2.72,0.434568904
Carex rostrata,2.72,0.434568904
Carex scandinavica,2.72,0.434568904
Carthamus lanatus,2.72,0.434568904
Centaurea maculosa,2.72,0.434568904
Cerastium arvense,2.72,0.434568904
Cerastium fontanum,2.72,0.434568904
Cochlearia danica,2.72,0.434568904
Conium maculatum,2.72,0.434568904
Cynosurus cristatus,2.72,0.434568904
Dactylis glomerata,2.72,0.434568904
Deschampsia cespitosa,2.72,0.434568904
Deschampsia cespitosa,2.72,0.434568904
